,Feature,Customer ID,Age,Occupation,Region Type,Marriage Status,Has Children,Income,Number of Handsets,Handset Age,Has Smart Phone,Current Handset Price,Credit Rating,Is Homeowner,Credit Card On Account,Average Bill Cost,Average Minutes Used,Average Recurring Charge,Average Over Bundle Mins,Average No. Roaming Calls,Call Mins Change %,Bill Amount Change %,Average Received Minutes,Average No. Outgoing Calls,Average No. Incoming Calls,Peak:OffPeak,Peak:OffPeak Change %,Average No. Dropped Calls,Lifetime (months customer),No. Customer Care Calls Last Month,Number of Retention Calls,No. Retention Offers Accepted,No. New Frequent Numbers,Churn (Customer Left)
119,119,1043126,26.0,unknown,suburban,no,False,7,2,269,True,79.99,B, false,True,22.01,95.25,19.84,0.0,0.0,-1.525,-0.2402,6.18,8.33,0.0,1.431492843,5.902601511,1.67,17,0.0,,,0, false
120,120,1076289,32.0,unknown,unknown,unknown,False,1,2,95,True,149.99,B, true,False,44.84,954.25,49.99,0.25,0.26,-4.705,-0.0092,116.54,47.67,4.67,0.518358333,-35.79210527,26.0,11,3.0,,,0, true
121,121,1083086,18.0,unknown,suburban,unknown,False,1,2,308,True,99.99,B, true,False,49.17,510.25,46.68,0.0,16.86,-0.165,-0.2836,41.96,18.33,0.0,1.1,-0.100690598,5.67,11,3.0,,,0, false
122,122,1048145,24.0,unknown,unknown,no,False,8,1,576,True,,B, false,True,35.83,92.75,44.99,0.0,0.1,-0.295,0.003,4.51,6.67,0.0,1.356722014,3.202140027,0.67,19,0.0,,,0, true
123,123,1087455,,unknown,unknown,unknown,False,1,1,181,True,,B, true,False,39.29,345.5,39.99,24.5,0.2,-0.81,-0.1082,155.34,27.0,7.67,3.603513514,0.736584858,12.33,6,0.33,,,0, false
124,124,1045125,,unknown,town,unknown,False,1,2,139,True,79.99,D, true,False,80.64,1253.75,84.99,0.0,5.65,-0.775,0.0352,350.31,46.0,16.0,1.211180124,-3.934919462,36.33,18,0.33,,,1, false
125,125,1079385,,unknown,unknown,unknown,False,1,2,319,True,99.99,B, true,False,51.62,1177.75,44.99,46.5,0.0,-7.315,-0.2856,259.11,44.33,11.0,0.525850278,13.26782707,16.0,11,1.0,,,0, true
126,126,1032891,,unknown,suburban,unknown,False,1,5,236,True,149.99,C, true,False,10.0,3.75,10.0,0.0,0.0,-0.075,,3.44,0.0,0.0,0.25093633,3.313049802,1.33,25,0.0,1.0,1.0,0, true
127,127,1015904,44.0,unknown,suburban,yes,False,10,1,793,True,,C, false,True,50.24,103.75,46.99,0.0,0.0,1.865,,16.67,3.67,0.33,7.174386921,-15.22930009,1.0,26,0.0,,,0, true
128,128,1082441,46.0,professional,unknown,unknown,False,8,3,8,True,129.99,B, false,True,108.81,1010.5,60.11,146.75,0.0,6.23,0.7516,367.58,28.33,8.0,1.112149533,9.419398576,7.67,11,1.67,,,3, false
129,129,1024379,42.0,unknown,unknown,yes,False,7,2,719,True,149.99,B, false,True,65.86,353.5,35.07,85.75,0.0,4.27,-0.1616,59.92,30.0,1.0,3.059642857,-3.653996785,1.67,26,0.0,,,0, false
130,130,1079943,,unknown,unknown,unknown,False,1,1,378,True,,E, true,False,46.71,359.75,54.99,2.5,0.84,-0.495,-0.0344,87.97,32.33,0.67,1.187018085,-9.858068966,4.0,13,0.0,,,0, true
131,131,1002729,26.0,self-employed,suburban,no,False,5,7,448,True,79.99,E, true,True,57.84,789.0,49.99,15.0,0.1,3.96,0.268,242.66,15.33,8.33,2.3550898890000003,-5.894281112000001,6.67,43,0.33,,,0, false
132,132,1031155,56.0,unknown,unknown,yes,False,10,2,34,True,59.99,C, false,True,151.82,772.75,50.0,300.0,0.0,10.745,2.4642,119.57,26.67,5.67,2.770444444,-1.616940239,9.67,19,0.0,,,0, true
133,133,1085716,28.0,unknown,suburban,yes,False,7,1,190,True,,B, false,True,53.16,461.0,89.99,0.0,0.0,0.36,0.1564,49.7,24.67,4.33,0.873875049,-7.876150058999999,10.0,6,0.0,,,0, false
134,134,1008027,32.0,unknown,unknown,no,True,5,1,1030,False,,E, false,True,39.51,149.0,59.27,0.0,0.0,2.52,0.2096,30.27,17.0,0.0,2.205558006,-0.7060273290000001,9.67,34,4.0,,,1, false
135,135,1071194,,unknown,unknown,unknown,False,1,2,382,True,29.99,B, true,False,75.09,857.25,84.99,0.0,0.1,-1.205,-0.002,262.45,61.0,25.33,1.084982845,4.695499583,5.0,14,0.0,,,0, true
136,136,1014126,,unknown,unknown,unknown,False,1,1,825,False,,A, true,False,66.43,325.25,69.99,0.0,0.8,0.315,0.0046,82.01,26.33,3.0,1.6621593069999998,-2.126210957,4.33,27,0.0,,,0, true
137,137,1009265,24.0,unknown,unknown,no,False,7,2,445,True,29.99,C, false,True,64.15,440.0,51.99,38.0,0.0,-3.16,-0.2432,87.58,29.0,5.0,0.8246052629999999,-10.77263596,3.33,29,0.0,,,0, true
138,138,1023714,50.0,professional,suburban,yes,False,7,3,428,True,29.99,B, false,True,10.0,244.75,10.0,0.0,0.0,1.225,,17.43,7.33,2.67,1.783792144,7.669209901,7.0,27,0.0,,,0, true
139,139,1031041,56.0,professional,town,yes,True,6,3,606,True,149.99,B, false,True,60.71,448.75,30.0,84.75,0.0,-0.415,-0.0122,69.7,20.33,1.0,5.170731707,13.58396794,9.67,25,0.0,,,1, true
140,140,1002080,66.0,unknown,suburban,no,False,5,4,233,True,29.99,A, false,True,39.11,651.75,30.0,9.0,0.1,-0.035,0.0686,102.58,42.0,11.33,0.7231926059999999,-23.815533,19.33,42,6.0,,,0, false
141,141,1046228,36.0,unknown,suburban,no,False,5,1,426,True,,C, true,True,33.66,111.5,39.99,0.0,3.15,1.63,0.0706,19.31,0.67,0.33,3.0,-12.06564822,2.33,14,0.0,,,2, true
142,142,1071333,,unknown,unknown,unknown,False,1,1,249,True,,B, true,False,32.78,66.25,44.99,0.0,0.0,-0.385,-0.0558,0.0,0.0,0.0,0.0,-2.0872114180000003,0.0,8,0.0,,,0, false
143,143,1099087,48.0,unknown,suburban,no,True,6,3,692,True,9.99,E, false,True,56.06,185.0,54.98,0.0,0.0,0.2,-0.0186,46.58,7.0,2.33,0.55987521,6.530188582999999,8.67,30,0.33,,,0, true
144,144,1018860,,unknown,rural,unknown,False,1,2,125,True,29.99,D, true,False,101.99,789.0,59.99,171.75,0.0,-4.52,-1.04,311.02,45.0,0.33,2.251610528,7.005530089,22.0,23,0.33,,,0, true
145,145,1023911,68.0,unknown,unknown,yes,False,4,3,192,True,9.99,D, true,False,71.67,1062.0,67.49,71.0,0.0,-3.12,-0.4336,408.66,48.0,18.67,1.221035296,7.866713924,12.0,21,0.0,,,0, false
146,146,1082333,,unknown,unknown,unknown,False,1,1,202,True,,G, true,False,58.57,425.75,44.63,49.25,0.68,4.545,0.6304,37.59,14.33,0.67,1.279569892,1.8687987769999999,6.33,7,1.0,,,1, false
147,147,1031584,,unknown,unknown,unknown,False,1,1,736,True,,G, true,False,50.49,746.75,49.99,0.0,0.0,2.025,-0.0098,266.55,91.33,21.33,0.95989412,7.89472621,3.33,25,0.67,,,0, false
148,148,1018831,34.0,unknown,suburban,no,False,6,3,283,False,29.99,C, false,True,82.09,842.75,59.99,105.5,0.0,-0.195,0.18600000000000005,29.79,36.0,1.33,2.366863905,-16.06143554,20.67,23,0.0,1.0,1.0,0, true
149,149,1036565,34.0,unknown,rural,yes,False,5,1,523,False,,B, false,True,80.82,567.25,50.0,98.75,0.0,4.315,0.7132,122.49,17.67,3.33,3.547410133,7.749196829,36.67,17,0.0,,,0, true
150,150,1008049,32.0,unknown,suburban,no,False,10,2,434,True,29.99,D, false,True,39.8,316.0,44.99,13.75,0.0,-0.5,-0.0962,40.96,9.67,3.67,1.852225227,-5.331539117,3.67,32,5.67,,,0, true
151,151,1016514,,unknown,suburban,unknown,False,1,2,192,True,79.99,C, true,False,80.96,850.75,89.99,5.0,0.0,1.945,-0.0598,88.07,15.67,0.67,7.110201855,8.280557242,6.33,28,0.0,,,0, false
152,152,1029155,48.0,professional,suburban,yes,True,10,2,340,True,59.99,B, false,True,52.22,560.75,59.99,0.0,0.74,1.765,-0.0446,99.55,28.0,8.67,0.80125,-5.85981852,11.33,23,0.67,,,0, true
153,153,1092592,30.0,unknown,suburban,unknown,False,6,1,190,True,,B, false,False,82.27,815.75,69.99,62.0,0.0,5.665,0.8144,243.16,50.67,0.67,1.18873494,5.660142448999999,11.0,6,0.33,,,0, true
154,154,1090141,36.0,unknown,suburban,yes,False,5,2,225,True,149.99,E, false,True,49.99,88.25,69.99,0.0,0.0,-0.585,,19.75,10.33,1.67,1.184586987,11.57788577,1.0,11,0.0,,,0, true
155,155,1024077,,unknown,town,unknown,False,1,3,27,True,29.99,E, true,False,67.85,453.5,59.99,23.75,0.59,3.27,0.4504,84.57,23.67,3.67,3.344827586,8.575194022,12.0,21,3.0,,,0, false
156,156,1032512,28.0,unknown,suburban,no,False,8,1,564,True,,C, true,False,94.62,1074.5,74.99,66.5,0.84,-1.79,-0.3926,287.75,58.0,8.0,4.968103285,-6.194575577,9.0,19,0.0,,,0, true
157,157,1020194,52.0,professional,suburban,yes,True,8,2,321,True,79.99,B, false,True,69.93,690.0,49.83,49.75,0.29,3.88,-0.3754,98.06,59.67,27.0,0.656268644,2.070366807,28.67,22,0.0,,,0, false
158,158,1032375,46.0,professional,unknown,yes,False,10,2,673,False,29.99,C, false,True,32.42,166.5,30.0,0.0,0.69,-1.27,-0.0484,23.08,5.0,0.0,2.472770324,-4.628956013,1.0,23,1.0,,,3, true
159,159,1017123,52.0,crafts,unknown,unknown,False,6,2,766,True,59.99,A, false,True,47.34,87.0,9.84,3.0,0.0,-1.74,-0.7468,30.86,9.33,0.0,2.751339764,-8.63714427,12.67,25,4.0,,,0, true
160,160,1070260,,unknown,town,unknown,False,1,2,253,True,79.99,B, true,False,84.46,2256.0,59.99,113.25,0.0,-5.32,-0.6894,329.38,187.0,28.67,0.409407797,-22.82185624,78.33,10,7.67,,,0, true
161,161,1039423,,unknown,suburban,unknown,False,1,2,49,True,149.99,E, true,False,59.42,1297.5,44.99,34.5,0.0,4.37,-0.3116,323.63,93.33,44.0,0.42835961100000003,5.74214069,5.67,16,0.0,,,0, true
162,162,1041005,44.0,unknown,unknown,unknown,False,6,1,476,True,,B, false,True,17.5,277.5,10.0,24.25,0.0,-0.81,-0.15,77.35,25.33,14.67,1.040360554,-14.73036153,3.33,16,0.0,,,1, true
163,163,1082753,26.0,unknown,town,no,False,5,1,310,True,,E, false,True,94.04,873.25,67.49,103.5,0.26,1.735,0.3444,238.83,44.0,16.33,1.230595995,1.164971274,36.67,11,3.33,,,0, true
164,164,1066277,64.0,unknown,suburban,yes,False,10,1,346,True,,A, false,True,30.71,74.5,39.99,0.0,0.72,-0.39,0.0112,0.0,0.0,0.0,0.0,-9.929360192999999,0.0,11,0.0,,,0, true
165,165,1012592,22.0,unknown,unknown,unknown,False,2,2,592,False,29.99,C, true,True,100.7,913.75,59.99,135.5,2.35,4.045,0.6216,119.45,43.33,9.67,3.0345066760000003,-4.148678676,4.67,32,0.0,,,0, true
166,166,1042758,26.0,clerical,unknown,no,False,5,5,38,True,149.99,F, false,True,90.73,846.33,74.99,2.67,1.72,-6.0266,-0.3148,21.83,8.67,8.67,1.112378538,-15.06432704,2.0,21,0.67,,,1, true
167,167,1085554,32.0,unknown,town,no,False,6,1,253,True,,G, true,True,29.99,188.25,39.99,0.0,0.0,-0.425,,33.85,2.67,0.33,0.417953884,-11.07924856,4.33,8,0.0,,,0, false
168,168,1036694,46.0,unknown,suburban,unknown,True,7,2,580,False,29.99,B, false,True,32.95,187.5,29.99,5.75,0.16,-0.17,-0.0462,15.77,10.33,5.67,7.512425021,-5.4674192160000015,1.67,19,6.67,,,0, true
169,169,1034580,,unknown,unknown,unknown,False,9,1,655,True,,D, false,True,77.97,350.75,75.0,0.0,0.0,1.705,0.0396,69.12,13.33,1.67,3.5060381769999998,-18.7732802,5.0,22,0.0,,,0, true
170,170,1074438,56.0,unknown,unknown,no,False,8,1,340,True,,B, false,True,42.25,1691.5,44.99,30.25,0.0,-5.95,0.2398,0.0,0.0,0.0,0.0,-7.3502633039999985,0.0,12,0.0,,,0, false
171,171,1031066,40.0,unknown,town,yes,True,7,1,569,False,,C, false,True,22.32,75.25,23.23,0.0,0.0,-0.365,0.1236,3.53,0.0,0.0,4.269754768,14.80218429,5.67,19,0.33,,,0, true
172,172,1067063,22.0,student,unknown,no,True,2,3,168,True,59.99,C, false,True,43.4,574.5,33.7,30.5,0.0,6.01,0.7078,63.47,18.33,1.67,0.307337662,-4.01553073,12.0,15,8.33,2.0,,0, false
173,173,1067662,,unknown,suburban,unknown,False,1,2,429,True,59.99,B, true,False,31.12,681.0,39.99,1.5,0.0,-2.58,0.0676,0.0,0.0,0.0,0.0,3.4195177169999997,0.0,15,0.0,,,2, false
174,174,1028842,40.0,professional,unknown,yes,True,9,1,685,True,,B, false,True,30.88,204.25,30.0,0.0,0.88,0.375,0.0526,15.06,9.67,1.0,6.75,-12.64389781,5.33,23,0.0,,,0, false
175,175,1027696,32.0,professional,suburban,no,False,7,1,648,False,,B, false,True,52.82,354.5,49.99,17.75,0.0,-1.45,-0.1066,146.13,13.67,4.0,2.07061322,-31.73557589,4.0,21,0.0,,,3, false
176,176,1065123,32.0,unknown,unknown,yes,True,2,1,460,True,,E, false,True,73.3,1502.25,59.99,60.25,0.0,9.615,-0.3466,390.84,35.67,30.33,2.038229167,7.867123013,28.0,16,3.0,,,0, true
177,177,1040228,,unknown,town,unknown,False,1,1,484,True,,E, true,False,47.93,108.0,50.0,0.0,0.0,-1.0,-0.0086,12.33,4.0,0.0,1.7357102430000002,-7.030517193,1.0,16,1.67,,,0, false
178,178,1064886,62.0,unknown,suburban,no,False,4,2,278,True,29.99,B, false,True,46.8,317.75,39.99,47.25,0.0,-2.195,-0.3362,0.0,0.0,0.0,0.0,-13.0228222,0.0,10,0.0,,,0, false
179,179,1066066,,unknown,suburban,unknown,False,9,2,109,True,149.99,E, false,True,57.21,590.0,39.99,76.75,0.0,0.88,0.2046,256.6,17.33,28.0,1.293494212,-0.44942533100000004,4.33,15,0.0,,,2, true
180,180,1026300,48.0,unknown,suburban,no,False,7,4,192,True,29.99,B, false,True,64.42,1211.75,44.99,56.75,5.07,2.205,0.2248,512.96,136.0,119.67,0.375228661,-8.218001618999999,33.67,22,4.33,,,0, false
181,181,1052341,46.0,unknown,unknown,unknown,False,10,1,541,True,,B, true,True,39.99,464.0,39.99,0.0,0.0,-2.38,,39.85,21.67,8.0,1.6475,-6.2982008610000015,14.0,18,8.33,,,0, false
182,182,1008881,,unknown,unknown,unknown,False,1,4,692,True,9.99,A, true,False,200.67,1328.5,59.99,502.25,0.0,14.21,3.2206,179.86,19.33,0.0,3.798513625,13.27833778,16.0,34,0.0,,,0, false
183,183,1011951,48.0,professional,rural,yes,True,10,2,132,True,29.99,A, false,True,61.46,950.5,44.99,91.0,0.68,4.37,0.0516,158.29,59.33,13.67,0.9466518820000001,7.06885685,32.33,27,7.0,,,0, true
184,184,1005456,38.0,unknown,unknown,yes,True,4,3,165,True,39.99,A, false,True,38.71,336.5,49.99,0.0,0.0,0.03,-0.0144,167.17,9.67,1.67,5.711333333,15.9785973,1.0,34,0.0,1.0,1.0,0, false
185,185,1020458,,unknown,unknown,unknown,False,1,2,47,False,79.99,A, true,False,48.64,1137.25,44.82,50.0,0.0,-18.445,-0.40299999999999997,223.98,56.67,19.33,0.801648679,-10.25318854,20.33,22,18.0,,,0, true
186,186,1021199,30.0,professional,unknown,no,True,6,1,726,False,,D, false,True,29.99,34.5,29.99,0.0,0.0,0.49,,6.3,0.67,0.33,0.884659746,3.1387835689999997,0.33,24,0.0,,,0, true
187,187,1013970,,unknown,unknown,unknown,False,1,2,401,True,29.99,F, true,False,70.97,595.25,69.99,0.0,0.98,-2.965,-0.0196,239.58,15.0,12.0,3.684033945,2.06153875,18.0,31,0.0,1.0,,0, true
188,188,1084924,42.0,unknown,rural,no,False,7,1,302,True,,E, true,False,53.99,314.25,59.99,0.0,0.0,1.695,,13.92,22.67,3.0,1.186070158,-2.684081429,20.67,10,0.33,,,0, false
189,189,1053655,26.0,professional,unknown,no,False,3,2,283,True,29.99,E, false,True,39.43,248.75,29.99,68.0,0.0,-0.515,-0.1888,104.13,24.0,1.33,1.209608757,21.877605199999998,5.33,12,0.0,,,0, true
190,190,1054093,44.0,unknown,unknown,yes,True,7,5,55,False,149.99,C, false,True,196.74,3252.25,94.99,406.5,1.92,-13.825,-1.3366,827.02,328.0,51.33,1.797280702,6.096719007999999,75.67,18,18.0,,,0, true
191,191,1043372,24.0,unknown,suburban,unknown,False,10,3,250,True,9.99,D, false,True,47.44,364.5,15.6,100.5,0.0,-7.29,-0.9488,112.58,14.33,0.33,2.573316551,-4.387566349,9.0,15,4.0,,,0, false
192,192,1006497,28.0,unknown,unknown,no,False,8,2,189,True,29.99,E, false,True,43.07,313.25,34.99,3.5,0.65,-2.405,-0.0716,63.14,26.33,13.33,1.68976647,-14.91229158,5.33,31,0.33,,,0, false
193,193,1013805,42.0,unknown,suburban,yes,True,8,2,743,False,9.99,A, false,True,86.09,970.5,84.99,0.0,7.14,0.93,0.187,227.63,30.33,0.33,4.905736874,2.436760405,13.67,29,0.67,,,0, true
194,194,1064426,,unknown,unknown,unknown,False,1,1,403,True,,G, true,False,29.99,205.75,39.99,0.0,0.0,0.725,,107.43,13.0,2.67,2.96710208,-0.10884196900000001,4.0,14,0.0,,,2, false
195,195,1044194,52.0,professional,suburban,yes,False,7,2,258,True,59.99,C, true,True,75.49,811.75,74.99,0.0,0.0,-5.535,-0.01,161.58,72.33,7.67,3.3824590160000003,14.55413747,14.0,21,0.0,,,0, false
196,196,1073423,30.0,professional,unknown,no,False,4,1,345,True,,C, false,True,67.41,446.75,43.7,56.5,0.9,-0.375,-0.001,53.87,13.67,0.0,1.512884615,-9.458369057,9.67,12,0.0,,,0, true
197,197,1004703,48.0,professional,suburban,unknown,False,10,3,869,True,29.99,A, false,True,35.98,155.5,44.99,0.0,0.0,-1.09,-0.0198,0.0,3.0,0.0,3.3696682460000003,-14.62968209,1.0,37,0.0,,,1, false
198,198,1004747,56.0,unknown,suburban,unknown,False,10,2,267,True,29.99,A, false,True,62.25,446.5,45.0,43.25,0.0,-1.27,-0.2262,31.62,17.0,2.67,3.1036229060000005,14.30631783,2.0,35,2.33,,,0, false
199,199,1000662,,unknown,suburban,unknown,False,1,2,620,True,29.99,A, true,False,75.73,410.75,50.0,0.0,6.91,1.845,0.2706,20.95,8.0,0.0,2.965429588,-11.70038701,9.33,49,0.0,,,0, false
200,200,1090078,,unknown,rural,unknown,False,1,2,285,True,79.99,G, true,False,57.08,224.25,69.99,0.25,0.0,-1.005,-0.0222,52.66,1.33,0.67,15.64821223,-3.8123375389999996,14.33,11,2.0,,,0, false
201,201,1033138,30.0,unknown,suburban,yes,False,7,1,624,True,,C, false,True,30.25,32.75,30.0,0.0,0.0,0.025,-0.005,0.6,3.0,0.67,1.734,0.470794771,5.0,21,0.0,,,0, false
202,202,1010034,32.0,professional,unknown,yes,False,9,2,579,True,29.99,A, false,True,46.38,260.25,29.99,26.5,2.63,1.415,0.2604,12.92,12.67,0.67,1.418727199,9.084208656,4.67,29,0.0,,,0, false
203,203,1042931,,unknown,unknown,unknown,False,7,2,196,True,149.99,E, true,True,54.55,247.5,39.99,50.25,0.0,-3.25,-0.4318,21.95,10.67,1.0,3.696818182,5.570114704,5.67,19,2.33,,,0, false
204,204,1061194,46.0,professional,suburban,unknown,True,10,1,422,True,,A, false,True,30.25,544.75,39.99,63.0,0.0,-1.235,-0.0052,81.77,31.33,11.0,1.107794118,0.143951129,14.33,14,3.67,,,1, false
205,205,1035918,44.0,professional,unknown,yes,True,3,2,103,True,149.99,A, false,True,55.51,207.5,29.99,40.25,2.35,-0.17,-0.2258,67.27,9.0,1.33,0.6423663479999999,8.934670934,3.0,19,0.0,,,3, false
206,206,1099450,,unknown,unknown,unknown,False,1,2,16,True,59.99,G, true,False,52.3,323.5,30.0,53.0,0.0,5.27,1.1428,56.68,28.67,4.33,1.7210204080000002,-3.572475872,8.33,31,2.0,,,0, false
207,207,1066205,,unknown,unknown,unknown,False,1,1,393,True,,B, true,False,32.61,206.0,39.99,0.0,1.63,2.78,0.0302,60.23,12.33,3.0,0.8888888890000001,-1.7640214930000002,3.0,13,0.0,,,0, false
208,208,1061723,,unknown,unknown,unknown,False,1,1,311,True,,B, true,False,50.54,585.0,59.99,0.25,0.0,1.28,-0.003,180.9,8.0,6.67,2.132998874,-25.15914071,5.0,10,14.67,,,1, false
209,209,1083547,34.0,unknown,unknown,no,False,9,1,308,True,,D, false,True,34.99,39.25,44.99,0.0,0.0,1.135,,0.89,0.0,0.0,16.0,15.49656823,1.67,11,0.0,,,0, true
210,210,1043809,34.0,unknown,unknown,unknown,False,1,2,383,True,29.99,G, true,False,102.09,893.75,74.99,0.25,23.01,-4.875,0.342,180.84,75.33,6.33,1.35828877,5.619935855,20.0,19,0.0,,,0, true
211,211,1002709,,unknown,suburban,unknown,False,1,3,160,True,29.99,A, true,False,81.44,935.25,75.0,0.0,0.0,-9.625,-0.0458,323.7,60.33,42.0,0.8085972659999999,7.844393735,22.33,39,1.33,,,0, false
212,212,1083605,24.0,unknown,unknown,unknown,False,3,1,307,True,,E, true,False,30.49,329.0,40.49,0.0,0.0,0.6,0.09,41.6,30.0,6.0,1.03253458,10.4995175,4.33,11,1.67,,,1, false
213,213,1072665,,unknown,unknown,unknown,False,1,2,38,True,149.99,C, true,False,36.19,868.5,44.62,8.5,1.05,-12.81,-0.14,204.0,95.33,47.33,0.41515337399999996,10.94360048,11.0,12,6.33,,,0, true
214,214,1020705,50.0,professional,unknown,yes,True,10,3,122,True,39.99,G, false,True,298.85,1219.5,50.0,804.25,0.0,-23.55,-4.8886,262.87,45.33,2.67,4.086770833,-0.322829367,23.33,28,0.0,,,0, true
215,215,1032391,28.0,professional,unknown,no,False,6,8,664,True,59.99,B, false,True,30.74,273.75,30.0,0.0,0.0,0.045,-0.0148,47.91,23.0,3.33,4.387096774,-4.443185436,7.67,23,1.33,,,0, true
216,216,1058010,40.0,crafts,suburban,yes,True,7,2,325,True,199.99,D, false,True,64.08,283.25,69.99,11.0,0.0,-3.485,-0.0818,66.69,29.0,9.67,2.6818181819999998,4.09833123,19.33,11,1.33,,,0, false
217,217,1024592,44.0,unknown,unknown,unknown,False,5,3,157,True,99.99,C, false,True,325.02,1710.0,59.02,887.0,5.72,-31.1,-5.4278,577.55,76.33,23.67,4.006622517,17.50634458,11.67,22,1.33,,,3, false
218,218,1060082,50.0,clerical,unknown,no,False,6,2,397,True,129.99,B, false,True,55.13,647.0,59.99,14.0,0.2,-1.6,-0.0632,179.51,58.67,32.67,1.53228923,11.64262133,18.0,15,0.0,,,0, true
219,219,1061068,,unknown,unknown,unknown,False,1,2,310,True,59.99,B, true,False,55.18,306.5,59.99,0.0,0.0,0.53,-0.004,134.93,11.67,2.67,1.8382969340000002,9.290626589,7.0,10,0.0,,,0, false
220,220,1035644,36.0,unknown,suburban,unknown,False,9,1,642,True,,B, false,True,31.93,69.0,29.99,0.0,1.94,-0.28,0.0002,8.26,7.33,0.33,2.11653873,-15.69591858,1.33,22,0.0,,,0, true
221,221,1019418,36.0,professional,suburban,yes,False,10,3,377,True,59.99,B, false,True,225.47,355.75,96.98,0.0,0.0,1.605,8.0946,105.04,30.0,21.33,9.89187056,11.26192607,6.33,27,0.0,,,0, false
222,222,1060781,22.0,unknown,unknown,unknown,False,3,1,379,True,,D, true,False,45.82,275.0,30.0,42.0,0.0,-2.12,-0.3074,34.66,12.67,1.0,0.7829090190000001,5.087771483,4.33,12,0.0,,,0, true
223,223,1005536,72.0,professional,suburban,yes,False,5,1,1080,False,,A, false,True,30.0,55.0,30.0,0.0,0.0,-0.5,,0.89,2.67,0.0,0.454545455,14.14167606,5.67,36,0.0,,,0, true
224,224,1026530,,unknown,unknown,unknown,False,1,3,459,True,129.99,A, true,False,53.2,438.5,34.98,44.5,0.59,3.15,0.5196,0.0,0.0,0.0,0.0,3.263899482,0.0,26,0.0,,,0, false
225,225,1073575,44.0,unknown,suburban,no,False,4,2,172,True,129.99,C, false,True,35.24,102.0,44.99,0.0,0.0,0.22,-0.005,20.77,1.67,0.33,1.998965874,3.731027722,4.33,10,0.33,,,0, false
226,226,1092447,,unknown,unknown,unknown,False,1,1,237,True,,E, true,False,77.4,964.0,79.99,25.25,0.0,-3.98,0.2912,159.67,21.67,5.0,0.639885057,-16.87412939,3.67,8,8.67,,,0, true
227,227,1019860,32.0,unknown,unknown,no,False,7,1,851,False,,B, false,True,19.99,14.75,29.99,0.0,0.0,-0.175,,2.03,6.33,2.0,3.903903904,-8.095433745,0.67,28,0.67,,,3, false
228,228,1056863,56.0,professional,suburban,yes,True,7,2,372,True,199.99,B, false,True,66.76,317.5,69.99,3.0,1.88,-3.59,-0.0654,61.8,16.67,3.67,1.531016949,9.074126424,18.33,13,0.0,,,0, true
229,229,1087751,70.0,professional,unknown,no,False,5,1,285,True,,B, false,True,29.99,121.0,29.99,0.0,0.0,1.1,,0.0,1.67,0.0,1.59970015,-1.8164585869999998,0.0,10,0.0,,,0, false
230,230,1001983,32.0,unknown,suburban,no,False,2,6,55,True,199.99,A, false,True,56.33,234.75,29.99,75.25,0.0,-2.555,-0.5268,24.92,6.0,1.0,2.652916667,15.90865371,8.67,43,0.0,,,0, true
231,231,1062861,28.0,unknown,suburban,no,False,2,1,412,True,,B, false,True,29.99,365.25,39.99,0.0,0.0,-0.245,,13.1,14.33,6.0,1.8389655169999999,-5.963538154,12.0,14,6.0,,,0, true
232,232,1023203,30.0,unknown,suburban,no,False,6,3,122,True,149.99,B, false,False,73.73,726.5,79.97,0.0,4.29,-14.53,-0.4962,249.16,14.33,0.33,2.722896495,-18.34184269,12.67,25,0.33,,,3, true
233,233,1047186,44.0,professional,suburban,unknown,False,10,1,417,True,,C, false,True,75.54,727.5,69.99,34.75,0.1,-7.61,-0.2382,195.59,97.67,29.33,1.066945153,-15.06984471,9.33,14,2.0,,,2, true
234,234,1070427,18.0,unknown,town,no,True,1,1,317,True,,E, true,False,66.14,481.0,59.99,61.0,0.0,15.28,0.8694,162.54,6.67,2.67,1.20713073,-16.22326036,1.33,10,0.0,,,3, true
235,235,1014001,,unknown,unknown,unknown,False,1,1,766,True,,A, true,False,63.11,686.25,44.99,69.5,0.0,-9.405,-0.5624,218.1,24.0,1.67,0.9276620940000001,-2.890723506,19.33,25,0.0,,,0, false
236,236,1005217,62.0,self-employed,suburban,yes,False,8,1,1045,True,,A, false,False,16.14,14.5,16.99,0.0,0.0,0.09,,0.0,0.0,0.0,8.0,3.19690724,2.0,34,0.0,,,0, false
237,237,1079965,,unknown,unknown,unknown,False,8,1,317,True,,G, false,True,45.34,950.0,54.99,1.0,0.0,4.28,0.021,227.04,78.33,34.0,0.500036409,-1.233574986,33.33,11,0.0,,,0, true
238,238,1048161,54.0,self-employed,suburban,yes,False,10,1,515,True,,A, false,True,47.49,359.5,59.99,0.0,0.0,-0.41,,18.7,36.67,3.67,3.916666667,8.568134367,5.0,17,0.33,,,0, false
239,239,1094421,,unknown,unknown,unknown,False,1,2,35,True,129.99,B, true,False,35.49,444.75,44.99,0.0,0.0,5.205,-0.0098,51.13,21.67,1.33,0.238833333,5.708094746,11.67,9,0.0,,,0, false
240,240,1091234,30.0,self-employed,unknown,yes,True,4,1,312,True,,E, false,True,73.63,907.5,53.07,70.5,2.35,-6.41,-0.4182,144.17,13.0,0.0,0.973053085,31.14865271,18.0,11,9.0,,,0, false
